Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
49453,63,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,190476.19047619,31746.0317460317,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15873.0158730159,15873.0158730159,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,65535,1452,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5471432,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.731070038,1823810.667,3158159.397,5470539,97,5471432,2735716.0,3867623.777,5470539,893,0,0.0,0.0,0,0,0,0,0,0,104,40,0.548302528,0.182767509,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
53,48071,1,1,49,199,49,49,49.0,0.0,199,199,199.0,0.0,5159.0355931851,41.6051257515,48071.0,0.0,48071,48071,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,20.8025628757,20.8025628757,49,199,99.0,86.6025403784,7500.0,0,0,0,0,0,0,0,0,1,148.5,49.0,199.0,20,0,0,0,0,0,0,1,49,1,199,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,83587,9,7,2474,1003,2125,0,274.8888888889,697.5837663758,845,2,143.2857142857,311.0346788199,41597.3775826385,191.4173256607,5572.4666666667,9582.4802997574,23834,3,83587,10448.375,14098.9835797529,33477,3,51691,8615.1666666667,11944.9259087977,24119,3,0,0,0,0,200,144,107.6722456841,83.7450799766,0,2125,204.5294117647,535.3785013482,286630.139705882,0,0,0,1,0,0,0,0,0,217.3125,274.8888888889,143.2857142857,200,0,0,0,0,0,0,9,2474,7,1003,29200,65535,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30936,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,9374.1918800104,129.299198345,10312.0,17854.8457568247,30929,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,64.6495991725,64.6495991725,43,102,66.6,32.3156308928,1044.3,0,0,0,0,0,0,0,0,1,83.25,43.0,102.0,40,0,0,0,0,0,0,2,86,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,166,2,2,92,284,46,46,46.0,0.0,142,142,142.0,0.0,2265060.24096386,24096.3855421687,55.3333333333,90.6439922628,160,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12048.1927710843,12048.1927710843,46,142,84.4,52.5813655205,2764.8,0,0,0,0,0,0,0,0,1,105.5,46.0,142.0,40,0,0,0,0,0,0,2,92,2,284,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5251761,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.761649283,1750587.0,3031320.157,5250854,153,5251761,2625880.5,3712273.125,5250854,907,0,0.0,0.0,0,0,0,0,0,0,104,40,0.571236962,0.190412321,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5579952,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.716852045,1859984.0,3220786.598,5579028,134,5579952,2789976.0,3944315.165,5579028,924,0,0.0,0.0,0,0,0,0,0,0,104,40,0.537639033,0.179213011,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
53,23961,1,1,77,205,77,77,77.0,0.0,205,205,205.0,0.0,11769.1248278453,83.4689704103,23961.0,0.0,23961,23961,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.7344852051,41.7344852051,77,205,119.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,179.5,77.0,205.0,20,0,0,0,0,0,0,1,77,1,205,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,2001181,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,36.9781643939,0.9994098485,2001181.0,0.0,2001181,2001181,2001181,2001181.0,0.0,2001181,2001181,0,0.0,0.0,0,0,1,0,0,0,64,0,0.9994098485,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,64,0,0,0,0,0,0,2,74,0,0,33304,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,6318284,5,1,135,46,46,6,27.0,20.1246117975,46,46,46.0,0.0,28.6470187158,0.9496249298,1263656.8,2696035.81728057,6084263,48,6318284,1579571.0,3005148.22476907,6084263,48,0,0.0,0.0,0,0,1,0,0,0,100,20,0.7913541082,0.1582708216,6,46,32.4285714286,18.8667003197,355.9523809524,0,1,0,0,1,0,0,0,0,37.8333333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,16537,753,4,20,233815.0,0.0,233815,233815,6084263.0,0.0,6084263,6084263,BENIGN
80,5620327,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.711702362,1873442.333,3244142.148,5619455,117,5620327,2810163.5,3972938.14,5619455,872,0,0.0,0.0,0,0,0,0,0,0,104,40,0.533776771,0.17792559,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
4125,52,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,153846.1538,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,19230.76923,19230.76923,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,6829280,14,15,827,5817,266,0,59.0714285714,83.7803577914,3700,0,387.8,989.2031569472,972.8697607947,4.2464212918,243902.857142857,1223329.28348278,6481401,1,6829280,525329.230769231,1870706.23768682,6751323,1,325159,23225.6428571429,65464.7789667874,248131,1,0,0,0,0,292,312,2.0499964857,2.1964248061,0,3700,221.4666666667,710.1196952692,504269.981609196,0,0,0,1,0,0,0,0,1,229.1034482759,59.0714285714,387.8,292,0,0,0,0,0,0,14,827,15,5817,8192,525,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,507873,3,6,26,11601,20,0,8.666666667,10.26320288,2920,0,1933.5,1495.722401,22893.51866,17.72096567,63484.125,165173.7091,471101,49,35970,17985.0,25365.33445,35921,49,507756,101551.2,207162.418,471101,64,0,0,0,0,72,132,5.906988558,11.81397712,0,2920,1162.7,1494.366611,2233131.567,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,80,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12500.0,12500.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,236,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
64255,79,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,227848.101265823,37974.6835443038,39.5,51.6187950266,76,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,20,25316.4556962025,12658.2278481013,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,33,32850,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2013,65,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,92307.69231,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,15384.61538,15384.61538,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,8611010,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.7871295,0.464521583,2870336.667,4970708.981,8610017,329,8611010,2870336.667,4970708.981,8610017,329,0,0.0,0.0,0,0,0,0,0,0,80,0,0.464521583,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,993.0,0.0,993,993,8610017.0,0.0,8610017,8610017,DDoS
80,5484912,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.729273323,1828304.0,3166094.487,5484195,139,5484912,2742456.0,3877404.478,5484195,717,0,0.0,0.0,0,0,0,0,0,0,104,40,0.546954992,0.182318331,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
443,63972614,10,8,1081,4584,681,0,108.1,215.9323196436,1550,0,573.0,767.1153759377,88.5535176036,0.2813704002,3763094.94117647,11268650.885759,44993975,34,63972614,7108068.22222222,15081520.1755377,44993975,208,60564212,8652030.28571429,17034054.0371188,45035187,214,0,0,0,0,212,184,0.156316889,0.1250535112,0,1550,298.1578947368,557.4409050053,310740.362573099,0,0,0,1,0,0,0,0,0,314.7222222222,108.1,573.0,212,0,0,0,0,0,0,10,1081,8,4584,8192,115,9,20,111749.5,99856.9125323831,182359,41140,30190867.5,20934755.3917669,44993975,15387760,BENIGN
53,32662,4,2,152,180,38,38,38.0,0.0,90,90,90.0,0.0,10164.7174086094,183.6997122038,6532.4,13492.9037386324,30618,3,30626,10208.6666666667,17675.0011409712,30618,4,3,3.0,0.0,3,3,0,0,0,0,128,64,122.4664748025,61.2332374013,38,90,52.8571428571,25.3734018967,643.8095238095,0,0,0,0,0,0,0,0,0,61.6666666667,38.0,90.0,128,0,0,0,0,0,0,4,152,2,180,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
62983,245,2,1,37,6,31,6,18.5,17.6776695297,6,6,6.0,0.0,175510.204081633,12244.8979591837,122.5,109.6015510839,200,45,245,245.0,0.0,245,245,0,0.0,0.0,0,0,1,0,0,0,40,20,8163.2653061225,4081.6326530612,6,31,18.5,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,24.6666666667,18.5,6.0,40,0,0,0,0,0,0,2,37,1,6,30,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,754283,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,15422.59338,10.60609877,107754.7143,284642.4974,753263,4,785,392.5,475.8828637,729,56,754236,188559.0,376469.4757,753263,4,0,0,0,0,72,112,3.977287039,6.628811732,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5458024,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.73286596,1819341.333,3150301.366,5456996,207,5458024,2729012.0,3857951.971,5456996,1028,0,0.0,0.0,0,0,0,0,0,0,104,40,0.54964947,0.18321649,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
49156,12,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,500000.0,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,83333.33333,83333.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,91019,2,2,88,662,44,44,44.0,0.0,331,331,331.0,0.0,8240.0377943067,43.9468682363,30339.6666666667,52544.6479989478,91013,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,88,21.9734341182,21.9734341182,44,331,158.8,157.196374004,24710.7,0,0,0,0,0,0,0,0,1,198.5,44.0,331.0,64,0,0,0,0,0,0,2,88,2,662,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1126,48,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,166666.6667,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20833.33333,20833.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,5233154,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.764357403,1744384.667,3020603.382,5232277,131,5233154,2616577.0,3699158.415,5232277,877,0,0.0,0.0,0,0,0,0,0,0,104,40,0.573268052,0.191089351,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
49201,48,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.6666666667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20833.3333333333,20833.3333333333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1013,1024,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
64623,55,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,109090.9091,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,18181.81818,18181.81818,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,47030643,21,27,963,25040,296,0,45.8571428571,79.5369635542,1460,0,927.4074074074,637.3800496057,552.8948434747,1.020611179,1000651.9787234,6435963.01292169,44118594,1,47030643,2351532.15,9856805.72233386,44165211,13,44569617,1714216.03846154,8652082.04691467,44134169,1,0,0,0,0,432,552,0.4465173908,0.5740937882,0,1460,530.6734693878,648.0169875524,419926.016156463,0,0,0,1,0,0,0,0,1,541.7291666667,45.8571428571,927.4074074074,432,0,0,0,0,0,0,21,963,27,25040,8192,32,20,20,444719.0,0.0,444719,444719,44118594.0,0.0,44118594,44118594,BENIGN
31337,41,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,195121.9512,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,24390.2439,24390.2439,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,277058,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,41987.59826,28.87482043,39579.71429,104109.9435,275678,17,954,477.0,552.9575029,868,86,277041,69260.25,137612.4025,275678,166,0,0,0,0,72,112,10.82805766,18.04676277,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5637948,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.709477987,1879316.0,3254486.235,5637273,127,5637948,2818974.0,3985676.669,5637273,675,0,0.0,0.0,0,0,0,0,0,0,104,40,0.532108491,0.177369497,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
54486,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,68,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,337216,22,18,1601,18960,1349,0,72.7727272727,287.1735715089,2836,0,1053.3333333333,776.464385002,60972.7889542608,118.6183336496,8646.5641025641,25543.4626663889,144785,2,337216,16057.9047619048,48656.2065957723,221040,3,297795,17517.3529411765,36475.845451033,144785,2,0,0,0,0,716,584,65.2400835073,53.3782501423,0,2836,501.487804878,737.5247155842,543942.706097561,0,0,0,1,0,0,0,0,0,514.025,72.7727272727,1053.3333333333,716,0,0,0,0,0,0,22,1601,18,18960,65535,362,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5545933,7,4,617,164,517,0,88.1428571429,189.988972111,152,0,41.0,74.0540343263,140.823915471,1.9834354292,554593.3,1719056.54619601,5446824,3,5545933,924322.166666667,2244419.39217513,5505681,3,79342,26447.3333333333,29920.5097772971,59092,328,0,0,0,0,160,92,1.2621861822,0.721249247,0,517,65.0833333333,148.7233296692,22118.6287878788,0,0,0,1,0,0,0,0,0,71.0,88.1428571429,41.0,160,0,0,0,0,0,0,7,617,4,164,29200,30,6,20,99106.0,0.0,99106,99106,5446824.0,0.0,5446824,5446824,BENIGN
53,32158,2,2,88,152,44,44,44.0,0.0,76,76,76.0,0.0,7463.1506934511,124.3858448909,10719.3333333333,18479.8846677498,32058,4,96,96.0,0.0,96,96,4,4.0,0.0,4,4,0,0,0,0,64,64,62.1929224454,62.1929224454,44,76,56.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,71.0,44.0,76.0,64,0,0,0,0,0,0,2,88,2,152,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,98939031,5,7,95,6414,58,0,19.0,27.0554985169,1429,0,916.2857142857,574.1886200793,65.7879901815,0.1212868155,8994457.36363636,17722510.0528808,53225247,4,98939031,24734757.75,23009083.6466124,53225306,1695,98863384,16477230.6666667,21917058.7384081,53225330,4,1,0,0,0,160,224,0.0505361731,0.0707506424,0,1429,505.1538461538,615.4919233364,378830.307692308,0,1,0,0,1,0,0,0,1,547.25,19.0,916.2857142857,160,0,0,0,0,0,0,5,95,7,6414,59,59,1,32,25373.3333333333,43490.6413649343,75592,259,32954284.0,19657270.3610237,53225247,13974351,BENIGN
80,82649301,9,6,62,11607,20,0,6.888888889,5.30199124,4380,0,1934.5,2177.344966,141.186917,0.181489738,5903521.5,20200000.0,75600000,1,82600000,10300000.0,26500000.0,75600000,1,58640,11728.0,25621.065,57554,10,0,0,0,0,192,132,0.108893843,0.072595895,0,4380,729.6875,1584.07667,2509298.896,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,5319.0,0.0,5319,5319,41300000.0,48600000.0,75600000,6941497,DDoS
34573,4,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,2000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,250000.0,250000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
22,166,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,72289.156626506,12048.1927710843,166.0,0.0,166,166,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6024.0963855422,6024.0963855422,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,250,245,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54862,29,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,413793.103448276,68965.5172413793,29.0,0.0,29,29,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,34482.7586206897,34482.7586206897,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,29,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,7330881,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.092277586,0.682046264,1832720.25,3664106.621,7328880,0,7330881,1832720.25,3664106.621,7328880,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0.682046264,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2001.0,0.0,2001,2001,7328880.0,0.0,7328880,7328880,DDoS
53,24708,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,4209.1630241218,80.9454427716,24708.0,0.0,24708,24708,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,40.4727213858,40.4727213858,44,60,49.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,20,0,0,0,0,0,0,1,44,1,60,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,149796,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,80.1089481695,13.3514913616,149796.0,0.0,149796,149796,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6.6757456808,6.6757456808,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,33,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,190103,10,5,1328,1167,1077,0,132.8,335.2958229517,1029,0,233.4,448.7502646239,13124.4641063003,78.9045938255,13578.7857142857,20445.9006956955,50445,47,190103,21122.5555555556,27724.5971707035,69122,47,124144,31036.0,24443.8878795225,50827,441,0,0,0,0,332,168,52.6030625503,26.3015312752,0,1077,155.9375,353.740859717,125132.595833333,0,0,0,1,0,0,0,0,0,166.3333333333,132.8,233.4,332,0,0,0,0,0,0,10,1328,5,1167,65535,118,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5419209,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.738115101,1806403.0,3128012.758,5418321,153,5419209,2709604.5,3830703.611,5418321,888,0,0.0,0.0,0,0,0,0,0,0,104,40,0.553586326,0.184528775,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
1106,74,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,108108.1081,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13513.51351,13513.51351,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,5947500,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.672551492,1982500.0,3433167.196,5946780,124,5947500,2973750.0,4204499.347,5946780,720,0,0.0,0.0,0,0,0,0,0,0,104,40,0.504413619,0.168137873,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
53,143,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1202797.2027972,27972.027972028,47.6666666667,77.3649360714,137,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,13986.013986014,13986.013986014,35,51,41.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
