Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
443,11474,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1045.8427749695,174.3071291616,11474.0,0.0,11474,11474,11474,11474.0,0.0,11474,11474,0,0.0,0.0,0,0,0,0,0,0,40,0,174.3071291616,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16230,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,115820646,32,32,4040,18964,1728,0,126.25,389.4454287002,1418,0,592.625,666.2941687835,198.617438207,0.5525785101,1838422.95238095,3830891.02447185,10010760,1,115820646,3736149.87096774,4823423.72167224,10048017,2,111155480,3585660.64516129,4871150.76201014,10048188,1,0,0,0,0,1032,1032,0.276289255,0.276289255,0,1728,353.9076923077,587.2523872631,344865.366346154,0,0,0,1,0,0,0,0,1,359.4375,126.25,592.625,1032,0,0,0,0,0,0,32,4040,32,18964,29200,422,6,32,99001.6363636364,204445.522953804,715428,37230,10006027.2727273,15265.8574675048,10010760,9960000
56075,49582,2,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,363.034972369,100.8430478803,12395.5,24175.5824679917,48653,1,49582,49582.0,0.0,49582,49582,4,2.0,1.4142135624,3,1,0,0,0,0,64,60,40.3372191521,60.5058287282,0,6,3.0,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.6,0.0,6.0,64,0,0,0,0,0,0,2,0,3,18,61,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,119884108,22,26,1918,27658,608,6,87.1818181818,209.1412455879,3372,0,1063.7692307692,1148.0110211211,246.7049260608,0.4003866801,2550725.70212766,4307080.06632261,9998879,22,119884108,5708767.04761905,5022915.93289911,10150610,199,119879825,4795193.0,5099671.53250106,10151974,49,0,0,0,0,440,640,0.1835105617,0.2168761184,0,3372,603.7142857143,974.6439307084,949930.791666666,0,0,0,0,1,0,0,0,1,616.2916666667,87.1818181818,1063.7692307692,440,0,0,0,0,0,0,22,1918,26,27658,106,110,21,20,157022.333333333,15238.4068383049,205177,151729,9820406.25,373162.484836669,9998879,8976625
53,31309,2,2,76,418,38,38,38.0,0.0,209,209,209.0,0.0,15778.2107381264,127.7587914018,10436.3333333333,18071.0634256353,31303,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,63.8793957009,63.8793957009,38,209,106.4,93.6605573334,8772.3,0,0,0,0,0,0,0,0,1,133.0,38.0,209.0,64,0,0,0,0,0,0,2,76,2,418,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
123,22234,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,4317.7116128452,89.9523252676,22234.0,0.0,22234,22234,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,44.9761626338,44.9761626338,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53702,49,1,3,6,97,6,6,6.0,0.0,85,6,32.3333333333,45.610671266,2102040.81632653,81632.6530612245,16.3333333333,26.5581123827,47,1,0,0.0,0.0,0,0,48,24.0,32.5269119346,47,1,0,0,0,0,20,60,20408.1632653061,61224.4897959184,6,85,21.8,35.3298740445,1248.2,0,0,0,0,1,0,0,0,3,27.25,6.0,32.3333333333,20,0,0,0,0,0,0,1,6,3,97,8192,257,0,20,0.0,0.0,0,0,0.0,0.0,0,0
80,115507592,16,14,515,1811,431,0,32.1875,106.3605307433,1805,0,129.3571428571,482.2858404185,20.1372044878,0.2597231877,3983020.4137931,4886649.3077373,10077896,49,115507592,7700506.13333333,4177473.99376648,10100895,5361,110474325,8498025.0,3765032.66033019,10102514,1020,0,0,0,0,332,424,0.1385190335,0.1212041543,0,1805,75.0322580645,330.1414327094,108993.365591398,0,0,0,1,0,0,0,0,0,77.5333333333,32.1875,129.3571428571,332,0,0,0,0,0,0,16,515,14,1811,8192,946,15,20,26927.1818181818,8863.2129368326,53202,23071,10016236.1818182,30402.7838686465,10077896,9999727
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,118334994,17,13,590,4287,204,0,34.7058823529,62.2663278846,1418,0,329.7692307692,543.2010299828,41.2135061248,0.2535175689,4080517.03448276,15178442.8175076,58968871,1,118334994,7395937.125,20106617.6081862,58968871,1,118298189,9858182.41666667,22915158.9142736,59005871,1,0,0,0,0,552,424,0.1436599557,0.1098576132,0,1418,157.3225806452,377.2610402269,142325.892473118,0,0,0,1,0,0,0,0,0,162.5666666667,34.7058823529,329.7692307692,552,0,0,0,0,0,0,17,590,13,4287,29200,349,6,32,269604.5,328962.338063949,502216,36993,58879409.5,126517.666610241,58968871,58789948
443,345049,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.6944173146,172524.5,190452.847551566,307195,37854,345049,172524.5,190452.847551566,307195,37854,0,0.0,0.0,0,0,0,0,0,0,96,0,8.6944173146,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,319,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
64785,40,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1047,370,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,60967748,14,13,1810,3942,1433,0,129.2857142857,379.4934738613,1601,0,303.2307692308,586.7930006749,94.3449641604,0.4428570988,2344913.38461538,4277213.7915297,10001505,39,60967748,4689826.76923077,5160387.59208899,10052668,8455,60916560,5076380.0,5198130.11477846,10052390,249,0,0,0,0,292,344,0.2296296068,0.213227492,0,1601,205.4285714286,481.1956119202,231549.216931217,0,0,0,1,0,0,0,0,0,213.037037037,129.2857142857,303.2307692308,292,0,0,0,0,0,0,14,1810,13,3942,8192,121,13,20,78703.0,67650.1770670262,216793,50866,10000925.8333333,393.6635196035,10001505,10000624
53,333,2,2,62,222,31,31,31.0,0.0,111,111,111.0,0.0,852852.852852853,12012.012012012,111.0,186.19613315,326,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,6006.006006006,6006.006006006,31,111,63.0,43.8178046004,1920.0,0,0,0,0,0,0,0,0,1,78.75,31.0,111.0,64,0,0,0,0,0,0,2,62,2,222,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,32039644,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,2.3096386464,0.0624226661,32039644.0,0.0,32039644,32039644,32039644,32039644.0,0.0,32039644,32039644,0,0.0,0.0,0,0,1,0,0,0,40,0,0.0624226661,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,40,0,0,0,0,0,0,2,74,0,0,32850,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
57690,235,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,51063.829787234,8510.6382978724,235.0,0.0,235,235,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,4255.3191489362,4255.3191489362,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,32850,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,116028048,69,183,1765,310243,1166,0,25.5797101449,152.6847391925,4344,0,1695.3169398907,813.2442951614,2689.0739383981,2.1718886454,462263.139442231,2076720.13124025,10012984,0,116028048,1706294.82352941,3739748.14437575,10027989,0,110407629,606635.324175824,2393317.01602683,10028181,1,0,0,0,0,2216,5864,0.5946837958,1.5772048496,0,4344,1233.233201581,1021.9430979273,1044367.69540122,0,0,0,1,0,0,0,0,2,1238.126984127,25.5797101449,1695.3169398907,2216,0,0,0,0,0,0,69,1765,183,310243,29200,64,4,32,33553.4166666667,63883.9593772936,236412,14985,9635446.58333333,1269196.90260176,10012984,5605221
53,24437,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,9248.2710643696,163.6862135287,8145.6666666667,14101.7803249566,24429,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,81.8431067643,81.8431067643,34,79,52.0,24.6475150877,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,0,0,0,0,0,0,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,28539,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,4134.6928764147,70.0795402782,28539.0,0.0,28539,28539,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,35.0397701391,35.0397701391,51,67,56.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,26326236,6,6,455,1782,431,0,75.8333333333,174.0119727682,1770,0,297.0,721.6256647321,84.9722687284,0.4558190544,2393294.18181818,4185077.30284395,10000277,71,20113077,4022615.4,5473476.78585607,10036660,223,26288409,5257681.8,5035142.44438886,10037249,1078,0,0,0,0,132,156,0.2279095272,0.2279095272,0,1770,172.0769230769,494.464434437,244495.076923077,0,0,0,1,0,0,0,0,1,186.4166666667,75.8333333333,297.0,132,0,0,0,0,0,0,6,455,6,1782,8192,946,5,20,56520.5,27746.1629869789,76140,36901,10000018.0,366.2813126546,10000277,9999759
443,60634999,15,14,781,5339,398,0,52.0666666667,110.3542779718,1460,0,381.3571428571,587.0264844167,100.9318067277,0.4782716332,2165535.67857143,4149748.49366118,10007852,30,60634999,4331071.35714286,5104720.53682796,10058568,1102,60583875,4660298.07692308,5194817.79547197,10058508,40,0,0,0,0,312,352,0.2473818792,0.230889754,0,1460,204.0,434.6438891148,188915.310344828,0,0,0,1,0,0,0,0,0,211.0344827586,52.0666666667,381.3571428571,312,0,0,0,0,0,0,15,781,14,5339,8192,114,14,20,130121.333333333,194313.470147251,526762,50656,9967831.33333333,85506.1826177889,10007852,9793409
57282,66,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30303.0303030303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15151.5151515152,15151.5151515152,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,357,1421,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,1046,1,1,49,125,49,49,49.0,0.0,125,125,125.0,0.0,166347.992351816,1912.0458891013,1046.0,0.0,1046,1046,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,956.0229445507,956.0229445507,49,125,74.3333333333,43.8786204584,1925.3333333333,0,0,0,0,0,0,0,0,1,111.5,49.0,125.0,32,0,0,0,0,0,0,1,49,1,125,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,314522,15,11,974,7387,469,0,64.9333333333,134.2659762596,1581,0,671.5454545455,745.9320831867,26583.196088032,82.6651235844,12580.88,25236.1133552032,92901,2,314522,22465.8571428571,31334.6022347307,95394,3,252860,25286.0,41708.2424228113,99353,2,0,0,0,0,492,360,47.6914174525,34.9737061318,0,1581,309.6666666667,563.347071597,317359.923076923,0,0,0,1,0,0,0,0,0,321.5769230769,64.9333333333,671.5454545455,492,0,0,0,0,0,0,15,974,11,7387,65535,357,6,32,0.0,0.0,0,0,0.0,0.0,0,0
38680,5,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,6200000.0,600000.0,2.5,2.1213203436,4,1,5,2.5,2.1213203436,4,1,0,0.0,0.0,0,0,0,0,0,0,96,0,600000.0,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,96,0,0,0,0,0,0,3,31,0,0,59,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,5205032,3,1,12,0,6,0,4.0,3.4641016151,0,0,0.0,0.0,2.3054613305,0.7684871102,1735010.66666667,2984944.07738275,5181701,27,5205032,2602516.0,3647518.40686925,5181701,23331,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5763653326,0.1921217775,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0
53,151,2,2,112,144,56,56,56.0,0.0,72,72,72.0,0.0,1695364.2384106,26490.0662251656,50.3333333333,81.119253777,144,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,13245.0331125828,13245.0331125828,56,72,62.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,78.0,56.0,72.0,64,0,0,0,0,0,0,2,112,2,144,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,10358944,8,6,388,5048,232,0,48.5,85.4082632336,2636,2,841.3333333333,1061.4269012356,524.7639141596,1.3514891093,796841.846153846,2817647.80026987,10174273,26,10358944,1479849.14285714,3833986.4591932,10174273,384,113394,22678.8,28716.6945643122,56774,50,0,0,0,0,172,124,0.772279491,0.5792096183,0,2636,362.4,754.9862628835,570004.257142857,0,0,0,1,0,0,0,0,0,388.2857142857,48.5,841.3333333333,172,0,0,0,0,0,0,8,388,6,5048,8192,30016,7,20,0.0,0.0,0,0,0.0,0.0,0,0
443,82081,10,5,713,479,469,0,71.3,147.2873608517,341,0,95.8,149.5299301143,14522.2402261181,182.7463115703,5862.9285714286,9460.319147847,23644,4,82081,9120.1111111111,11336.3291175367,24210,4,50598,12649.5,12969.4342847584,23896,387,0,0,0,0,332,168,121.8308743802,60.9154371901,0,469,74.5,139.6662688936,19506.6666666667,0,0,0,1,0,0,0,0,0,79.4666666667,71.3,95.8,332,0,0,0,0,0,0,10,713,5,479,65535,972,5,32,0.0,0.0,0,0,0.0,0.0,0,0
443,43214958,20,17,4162,10504,1626,0,208.1,497.6300570546,1549,0,617.8823529412,682.8055984642,339.3732327589,0.8561850274,1200415.5,3183155.42190888,10011814,7,43214958,2274471.47368421,4153872.77967239,10048088,202,40774700,2548418.75,4470384.49232716,10048222,48,0,0,0,0,648,552,0.4628027175,0.3933823099,0,1626,385.9473684211,612.0567429696,374613.456614509,0,0,0,1,0,0,0,0,0,396.3783783784,208.1,617.8823529412,648,0,0,0,0,0,0,20,4162,17,10504,29200,455,5,32,185252.0,297858.005462334,632039,36274,10008384.75,6754.7439810848,10011814,9998253
443,115760826,33,29,1114,26291,517,0,33.7575757576,124.8086110568,2896,0,906.5862068966,1020.5185487655,236.7381172626,0.535587056,1897718.45901639,3894706.23405384,10024604,1,115760826,3617525.8125,4805828.81886659,10047916,1,110719678,3954274.21428571,4988860.73424226,10048049,182,0,0,0,0,1064,936,0.2850705298,0.2505165262,0,2896,435.0,819.2323905202,671141.709677419,0,0,0,1,0,0,0,0,0,442.0161290323,33.7575757576,906.5862068966,1064,0,0,0,0,0,0,33,1114,29,26291,29200,61,4,32,42765.0833333333,66884.872154877,255153,23310,9603970.33333333,1444295.16107756,10024604,5017791
51240,179343,6,3,3472,12,1448,0,578.6666666667,709.3734324505,6,0,4.0,3.4641016151,19426.4621423752,50.1831685653,22417.875,46162.1996704091,129827,9,179343,35868.6,55954.9791510997,129902,48,133780,66890.0,94315.3166882241,133581,199,0,0,0,0,200,72,33.4554457102,16.7277228551,0,1448,348.4,606.5778689592,367936.711111111,0,0,0,1,1,0,0,0,0,387.1111111111,578.6666666667,4.0,200,0,0,0,0,0,0,6,3472,3,12,14480,0,3,32,0.0,0.0,0,0,0.0,0.0,0,0
56017,3,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.666666667,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,980,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,1852673,2,2,58,256,29,29,29.0,0.0,128,128,128.0,0.0,169.4848470291,2.1590426373,617557.666666667,1069629.99694583,1852660,3,3,3.0,0.0,3,3,10,10.0,0.0,10,10,0,0,0,0,64,40,1.0795213187,1.0795213187,29,128,68.6,54.224533193,2940.3,0,0,0,0,0,0,0,0,1,85.75,29.0,128.0,64,0,0,0,0,0,0,2,58,2,256,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,108742744,19,17,2260,1098,902,0,118.9473684211,284.2257462895,494,0,64.5882352941,155.9900072214,30.8802213047,0.3310565715,3106935.54285714,4536153.06643729,10010828,39,108742744,6041263.55555556,4775013.96194013,10047611,139,102781979,6423873.6875,4844895.60419508,10047528,449,0,0,0,0,392,472,0.1747243016,0.1563322699,0,902,90.7567567568,228.4258213422,52178.3558558559,0,0,0,1,0,0,0,0,0,93.2777777778,118.9473684211,64.5882352941,392,0,0,0,0,0,0,19,2260,17,1098,8192,386,18,20,264765.909090909,756136.760203663,2544604,36651,9620938.09090909,1226596.89450083,10010828,5923884
53,47919,1,1,67,125,67,67,67.0,0.0,125,125,125.0,0.0,4006.7614098792,41.7370980196,47919.0,0.0,47919,47919,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.8685490098,20.8685490098,67,125,86.3333333333,33.486315613,1121.3333333333,0,0,0,0,0,0,0,0,1,129.5,67.0,125.0,32,0,0,0,0,0,0,1,67,1,125,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,193621,13,8,1818,4128,1333,0,139.8461538462,366.6328422627,1418,0,516.0,615.9009660652,30709.4788271933,108.4593096823,9681.05,18159.801724732,52179,1,193621,16135.0833333333,21491.4275064536,52249,1,154157,22022.4285714286,28326.2828180069,63202,3,0,0,0,0,428,264,67.1414774224,41.3178322599,0,1418,270.2727272727,490.1710276665,240267.636363636,0,0,0,1,0,0,0,0,0,283.1428571429,139.8461538462,516.0,428,0,0,0,0,0,0,13,1818,8,4128,65535,362,6,32,0.0,0.0,0,0,0.0,0.0,0,0
53,597694,2,2,76,172,38,38,38.0,0.0,86,86,86.0,0.0,414.9280401008,6.6923877436,199231.333333333,345034.625167291,597643,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,80,64,3.3461938718,3.3461938718,38,86,57.2,26.2906827602,691.2,0,0,0,0,0,0,0,0,1,71.5,38.0,86.0,80,0,0,0,0,0,0,2,76,2,172,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
53,149,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,1100671.1409396,26845.6375838926,49.6666666667,81.6965931562,144,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,40,40,13422.8187919463,13422.8187919463,33,49,39.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,40,0,0,0,0,0,0,2,66,2,98,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,60322,1,1,47,127,47,47,47.0,0.0,127,127,127.0,0.0,2884.5197440403,33.1553993568,60322.0,0.0,60322,60322,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.5776996784,16.5776996784,47,127,73.6666666667,46.1880215352,2133.3333333333,0,0,0,0,0,0,0,0,1,110.5,47.0,127.0,20,0,0,0,0,0,0,1,47,1,127,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
55590,4,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,68,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,5354974,3,1,12,0,6,0,4.0,3.4641016151,0,0,0.0,0.0,2.2409072388,0.7469690796,1784991.33333333,3059775.64533502,5318052,56,5354974,2677487.0,3734322.83532771,5318052,36922,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5602268097,0.1867422699,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,42780,2,20,0.0,0.0,0,0,0.0,0.0,0,0
53,30824,1,1,48,115,48,48,48.0,0.0,115,115,115.0,0.0,5288.0872047755,64.8845055801,30824.0,0.0,30824,30824,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,32.44225279,32.44225279,48,115,70.3333333333,38.6824680357,1496.3333333333,0,0,0,0,0,0,0,0,1,105.5,48.0,115.0,40,0,0,0,0,0,0,1,48,1,115,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0
1525,106,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,113207.547169811,18867.9245283019,106.0,0.0,106,106,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9433.962264151,9433.962264151,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,60,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53391,65,1,3,6,18,6,6,6.0,0.0,6,6,6.0,0.0,369230.769230769,61538.4615384615,21.6666666667,34.0783411177,61,1,0,0.0,0.0,0,0,4,2.0,1.4142135624,3,1,0,0,0,0,20,60,15384.6153846154,46153.8461538462,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,20,0,0,0,0,0,0,1,6,3,18,256,389,0,20,0.0,0.0,0,0,0.0,0.0,0,0
57254,998979,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12.0122645221,2.002044087,998979.0,0.0,998979,998979,998979,998979.0,0.0,998979,998979,0,0.0,0.0,0,0,0,0,0,0,40,0,2.002044087,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4974,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,63888,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31.3047833709,63888.0,0.0,63888,63888,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15.6523916854,15.6523916854,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,118,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,23652,1,1,56,120,56,56,56.0,0.0,120,120,120.0,0.0,7441.2311855234,84.55944529,23652.0,0.0,23652,23652,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.279722645,42.279722645,56,120,77.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,116.0,56.0,120.0,32,0,0,0,0,0,0,1,56,1,120,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,17232,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,116.0631383473,17232.0,0.0,17232,17232,17232,17232.0,0.0,17232,17232,0,0.0,0.0,0,0,0,0,0,0,64,0,116.0631383473,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,257,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,450273,10,6,1152,1119,901,0,115.2,280.3429645591,981,0,186.5,393.118684369,5043.6068784937,35.5339982633,30018.2,47838.4999663302,145418,40,450273,50030.3333333333,90784.4871619045,270116,40,359616,71923.2,55305.948913295,145418,368,0,0,0,0,332,200,22.2087489145,13.3252493487,0,981,133.5882352941,308.0245645285,94879.1323529412,0,0,0,1,0,0,0,0,0,141.9375,115.2,186.5,332,0,0,0,0,0,0,10,1152,6,1119,65535,68,5,32,0.0,0.0,0,0,0.0,0.0,0,0
53,92821,4,2,120,614,30,30,30.0,0.0,307,307,307.0,0.0,7907.6933021622,64.6405447043,18564.2,33315.639896301,76879,1,76928,25642.6666666667,44371.9724863943,76879,1,3,3.0,0.0,3,3,0,0,0,0,80,40,43.0936964695,21.5468482348,30,307,109.1428571429,135.1621601034,18268.8095238095,0,0,0,0,0,0,0,0,0,127.3333333333,30.0,307.0,80,0,0,0,0,0,0,4,120,2,614,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
443,202,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9900.9900990099,202.0,0.0,202,202,202,202.0,0.0,202,202,0,0.0,0.0,0,0,0,0,0,0,64,0,9900.9900990099,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,355,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
